game_id,na_sales_in_millions,pal_sales_in_millions,japan_sales_in_millions,other_sales_in_millions,global_sales_in_millions,total_shipped_in_millions
4743,0.05,,,0.01,0.06,
4744,0.03,0.02,,0.0,0.06,
4745,,,0.06,0.0,0.06,
4746,,,0.06,,0.06,
4747,,,0.06,,0.06,
4748,,,0.06,,0.06,
4749,0.03,0.02,,0.0,0.06,
4750,0.05,0.0,,0.01,0.06,
4751,0.03,0.02,,0.01,0.06,
4752,0.05,,,0.01,0.05,
4753,0.04,0.01,,,0.05,
4754,0.01,0.04,,0.0,0.05,
4755,0.05,0.0,,0.0,0.05,
4756,0.05,,,0.01,0.05,
4757,,,0.05,,0.05,
4758,0.03,,0.03,,0.05,
4759,,,0.05,0.0,0.05,
4760,0.04,,,0.01,0.05,
4761,0.04,0.01,,0.01,0.05,
4762,,0.04,,0.01,0.05,
4763,,0.05,,0.0,0.05,
4764,0.04,0.01,,0.0,0.05,
4765,0.05,0.0,,0.0,0.05,
4766,0.04,0.01,,0.0,0.05,
4767,0.04,0.01,,0.0,0.05,
4768,0.05,,,0.01,0.05,
4769,0.04,0.0,,0.01,0.05,
4770,,0.05,,0.0,0.05,
4771,0.03,0.02,,0.0,0.05,
4772,0.03,0.02,,0.01,0.05,
4773,0.02,0.03,,0.0,0.05,
4774,0.04,0.01,,0.01,0.05,
4775,0.05,0.0,,0.0,0.05,
4776,,,0.05,,0.05,
4777,,,0.05,,0.05,
4778,,,0.05,,0.05,
4779,,,0.05,,0.05,
4780,0.05,,,0.0,0.05,
4781,,,0.05,0.0,0.05,
4782,0.05,,,0.0,0.05,
4783,,,0.05,,0.05,
4784,0.05,,,0.01,0.05,
4785,0.04,0.01,,0.0,0.05,
4786,,,0.05,,0.05,
4787,0.04,0.0,,0.01,0.05,
4788,,,0.05,,0.05,
4789,,,0.05,,0.05,
4790,,,0.05,,0.05,
4791,,,0.05,,0.05,
4792,0.03,0.02,,0.0,0.05,
4793,0.04,0.01,,0.0,0.05,
4794,,,0.05,,0.05,
4795,,,0.05,,0.05,
4796,,,0.05,,0.05,
4797,,,0.05,,0.05,
4798,0.04,,,0.01,0.05,
4799,,,0.05,,0.05,
4800,,,0.05,,0.05,
4801,,,0.05,,0.05,
4802,,,0.05,,0.05,
4803,,,0.05,,0.05,
4804,0.04,,,0.01,0.05,
4805,,,0.05,,0.05,
4806,,,0.05,0.0,0.05,
4807,,,0.05,,0.05,
4808,,,0.05,,0.05,
4809,0.02,0.03,,0.01,0.05,
4810,,,0.05,,0.05,
4811,0.04,,,0.0,0.05,
4812,0.04,,,0.01,0.05,
4813,,,0.05,,0.05,
4814,,,0.05,,0.05,
4815,,,0.05,,0.05,
4816,0.04,,,0.0,0.05,
4817,0.03,0.02,,0.0,0.05,
4818,0.04,,,0.01,0.05,
4819,,,0.05,,0.05,
4820,,,0.05,,0.05,
4821,,,0.05,,0.05,
4822,,,0.05,,0.05,
4823,0.03,,0.01,0.0,0.05,
4824,0.03,0.02,,0.0,0.05,
4825,0.04,0.0,,0.0,0.05,
4826,0.04,,,0.01,0.05,
4827,0.04,0.0,,0.0,0.05,
4828,,,0.05,,0.05,
4829,0.03,0.01,,0.0,0.04,
4830,,,0.04,,0.04,
4831,,,0.04,,0.04,
4832,0.04,0.0,,0.0,0.04,
4833,0.03,,0.01,0.01,0.04,
4834,,,0.04,,0.04,
4835,,,0.04,,0.04,
4836,0.04,,,0.0,0.04,
4837,,0.04,,0.01,0.04,
4838,,,0.04,,0.04,
4839,0.03,0.01,,0.0,0.04,
4840,0.03,0.01,,0.0,0.04,
4841,,,0.04,,0.04,
4842,,,0.04,,0.04,
4843,,,0.04,,0.04,
4844,,,0.04,,0.04,
4845,,,0.04,,0.04,
4846,,,0.04,,0.04,
4847,,0.04,,0.01,0.04,
4848,,,0.04,,0.04,
4849,0.02,0.02,,0.0,0.04,
4850,0.02,0.02,,0.01,0.04,
4851,0.04,0.0,,0.0,0.04,
4852,0.03,,,0.01,0.04,
4853,,0.03,,0.01,0.04,
4854,,,0.04,,0.04,
4855,,,0.04,,0.04,
4856,,,0.04,,0.04,
4857,0.04,0.0,,0.0,0.04,
4858,,0.04,,0.0,0.04,
4859,,,0.04,,0.04,
4860,,,0.04,,0.04,
4861,0.04,,,0.0,0.04,
4862,,,0.04,,0.04,
4863,0.01,0.02,,0.01,0.04,
4864,0.02,0.02,,0.0,0.04,
4865,,,0.04,,0.04,
4866,0.03,0.0,,0.0,0.04,
4867,,,0.04,0.0,0.04,
4868,,,0.04,,0.04,
4869,,,0.04,,0.04,
4870,0.04,,,0.0,0.04,
4871,,,0.04,,0.04,
4872,,,0.04,,0.04,
4873,0.03,0.0,,0.0,0.04,
4874,,,0.04,,0.04,
4875,,0.04,,0.0,0.04,
4876,0.04,,,0.0,0.04,
4877,,,0.04,,0.04,
4878,0.04,0.0,,0.0,0.04,
4879,,,0.04,,0.04,
4880,,,0.04,,0.04,
4881,,0.03,,0.01,0.04,
4882,,,0.04,,0.04,
4883,,,0.04,,0.04,
4884,,,0.04,,0.04,
4885,,,0.04,,0.04,
4886,0.04,,,0.0,0.04,
4887,,,0.04,,0.04,
4888,0.03,,,0.01,0.04,
4889,,,0.04,,0.04,
4890,,,0.04,,0.04,
4891,,,0.04,,0.04,
4892,,,0.04,,0.04,
4893,,,0.04,,0.04,
4894,,,0.04,,0.04,
4895,,,0.04,,0.04,
4896,,,0.04,,0.04,
4897,0.02,0.01,,0.0,0.04,
4898,0.03,0.01,,0.0,0.04,
4899,,,0.04,,0.04,
4900,,,0.04,,0.04,
4901,,0.03,,0.0,0.04,
4902,0.0,0.03,,0.01,0.04,
4903,0.02,0.02,,0.01,0.04,
4904,0.02,0.01,,0.0,0.04,
4905,,,0.04,,0.04,
4906,0.04,,,0.0,0.04,
4907,0.02,0.01,,0.0,0.04,
4908,,,0.04,,0.04,
4909,0.02,0.01,,0.0,0.04,
4910,,,0.04,,0.04,
4911,,,0.04,,0.04,
4912,0.03,,,0.01,0.04,
4913,,,0.04,,0.04,
4914,,0.03,,0.0,0.04,
4915,,0.03,,0.0,0.04,
4916,,,0.04,0.0,0.04,
4917,,,0.04,,0.04,
4918,,,0.04,,0.04,
4919,,,0.04,,0.04,
4920,,,0.04,,0.04,
4921,0.03,0.0,,0.0,0.04,
4922,0.01,0.02,,0.0,0.04,
4923,,,0.04,,0.04,
4924,,,0.04,,0.04,
4925,,,0.04,,0.04,
4926,0.03,,,0.01,0.04,
4927,,,0.04,,0.04,
4928,0.03,0.01,,0.0,0.04,
4929,,,0.04,,0.04,
4930,,,0.04,,0.04,
4931,,,0.04,,0.04,
4932,,,0.04,,0.04,
4933,,,0.04,,0.04,
4934,,0.03,,0.0,0.04,
4935,,,0.04,,0.04,
4936,,,0.04,,0.04,
4937,,,0.04,,0.04,
4938,0.03,,,0.0,0.04,
4939,,0.03,,0.0,0.03,
4940,,,0.03,,0.03,
4941,,,0.03,,0.03,
4942,0.03,,,0.01,0.03,
4943,,,0.03,,0.03,
4944,,,0.03,,0.03,
4945,,,0.03,,0.03,
4946,,,0.03,,0.03,
4947,,,0.03,,0.03,
4948,,,0.03,,0.03,
4949,,,0.03,,0.03,
4950,,,0.03,,0.03,
4951,,,0.03,,0.03,
4952,0.02,0.01,,0.0,0.03,
4953,0.03,0.0,,0.0,0.03,
4954,,,0.03,0.0,0.03,
4955,0.02,0.01,,0.0,0.03,
4956,0.03,,,0.0,0.03,
4957,,,0.03,,0.03,
4958,0.03,,,0.0,0.03,
4959,0.03,,,0.0,0.03,
4960,,,0.03,,0.03,
4961,,0.03,,0.01,0.03,
4962,,,0.03,,0.03,
4963,,,0.03,,0.03,
4964,0.03,0.0,,0.0,0.03,
4965,0.03,,,0.0,0.03,
4966,,,0.03,,0.03,
4967,0.02,0.01,,0.0,0.03,
4968,,,0.03,,0.03,
4969,,,0.03,,0.03,
4970,,,0.03,,0.03,
4971,,,0.03,,0.03,
4972,,,0.03,,0.03,
4973,0.02,0.01,,0.0,0.03,
4974,,,0.03,,0.03,
4975,,0.03,,0.0,0.03,
4976,,,0.03,,0.03,
4977,,,0.03,,0.03,
4978,,,0.03,,0.03,
4979,,0.03,,0.01,0.03,
4980,,,0.03,,0.03,
4981,,,0.03,,0.03,
4982,,,0.03,0.0,0.03,
4983,,,0.03,,0.03,
4984,,,0.03,,0.03,
4985,,,0.03,,0.03,
4986,,,0.03,0.0,0.03,
4987,,,0.03,,0.03,
4988,,,0.03,,0.03,
4989,,,0.03,,0.03,
4990,0.02,,,0.01,0.03,
4991,,0.03,,0.0,0.03,
4992,,,0.03,,0.03,
4993,0.01,0.02,,0.0,0.03,
4994,,,0.03,,0.03,
4995,,,0.03,,0.03,
4996,0.03,,,0.0,0.03,
4997,,,0.03,,0.03,
4998,,,0.03,,0.03,
4999,,,0.03,,0.03,
5000,,,0.03,,0.03,
5001,,,0.03,,0.03,
5002,,0.03,,0.0,0.03,
5003,0.02,,,0.01,0.03,
5004,,,0.03,,0.03,
5005,,,0.03,,0.03,
5006,,,0.03,,0.03,
5007,0.03,,,0.0,0.03,
5008,,,0.03,,0.03,
5009,,,0.03,,0.03,
5010,,,0.03,,0.03,
5011,,,0.03,,0.03,
5012,,,0.03,,0.03,
5013,,0.03,,0.0,0.03,
5014,,,0.03,,0.03,
5015,,,0.03,,0.03,
5016,0.02,0.01,,0.0,0.03,
5017,,0.03,,0.0,0.03,
5018,,,0.03,,0.03,
5019,,,0.03,,0.03,
5020,,,0.03,,0.03,
5021,,0.02,,0.0,0.03,
5022,0.02,0.01,,0.0,0.03,
5023,0.03,,,0.0,0.03,
5024,0.03,,,0.0,0.03,
5025,,,0.03,,0.03,
5026,,,0.03,,0.03,
5027,,,0.03,,0.03,
5028,,,0.03,,0.03,
5029,,0.02,,0.0,0.03,
5030,,,0.03,,0.03,
5031,0.02,,,0.0,0.03,
5032,,0.02,,0.0,0.03,
5033,,,0.03,,0.03,
5034,,,0.03,,0.03,
5035,,,0.03,,0.03,
5036,,,0.03,,0.03,
5037,,,0.03,,0.03,
5038,,,0.03,,0.03,
5039,0.03,,,0.0,0.03,
5040,,,0.03,,0.03,
5041,,0.02,,0.0,0.03,
5042,0.02,,,0.0,0.03,
5043,,,0.03,,0.03,
5044,0.02,,,0.0,0.03,
5045,,,0.03,,0.03,
5046,,,0.03,,0.03,
5047,,,0.03,,0.03,
5048,0.02,,,0.01,0.03,
5049,0.02,0.0,,0.01,0.03,
5050,,,0.03,,0.03,
5051,0.02,,,0.0,0.03,
5052,0.02,,,0.0,0.03,
5053,,,0.03,,0.03,
5054,,,0.03,,0.03,
5055,,,0.03,,0.03,
5056,,0.02,,0.0,0.03,
5057,,,0.03,,0.03,
5058,,,0.03,,0.03,
5059,,,0.03,,0.03,
5060,,0.02,,0.0,0.03,
5061,0.02,,0.0,0.0,0.03,
5062,,,0.03,,0.03,
5063,,,0.03,,0.03,
5064,,,0.03,,0.03,
5065,,,0.03,,0.03,
5066,,,0.03,,0.03,
5067,,,0.03,,0.03,
5068,,,0.03,,0.03,
5069,,,0.03,,0.03,
5070,,,0.03,,0.03,
5071,,,0.03,,0.03,
5072,,,0.03,,0.03,
5073,,,0.02,0.0,0.03,
5074,,,0.03,,0.03,
5075,,,0.03,,0.03,
5076,,,0.02,,0.02,
5077,,,0.02,,0.02,
5078,,,0.02,,0.02,
5079,,,0.02,,0.02,
5080,,,0.02,,0.02,
5081,,,0.02,,0.02,
5082,,0.02,,0.0,0.02,
5083,,0.02,,0.0,0.02,
5084,,0.02,,0.0,0.02,
5085,,,0.02,,0.02,
5086,0.02,0.01,,0.0,0.02,
5087,,0.02,,0.0,0.02,
5088,,,0.02,,0.02,
5089,,,0.02,,0.02,
5090,,,0.02,,0.02,
5091,,,0.02,,0.02,
5092,,,0.02,,0.02,
5093,,,0.02,,0.02,
5094,,,0.02,,0.02,
5095,,,0.02,,0.02,
5096,,,0.02,,0.02,
5097,,,0.02,,0.02,
5098,0.02,,,0.0,0.02,
5099,,,0.02,,0.02,
5100,0.02,,,0.0,0.02,
5101,,0.02,,0.0,0.02,
5102,,,0.02,,0.02,
5103,,,0.02,,0.02,
5104,,,0.02,,0.02,
5105,,,0.02,,0.02,
5106,,,0.02,,0.02,
5107,,0.02,,0.0,0.02,
5108,0.01,,0.01,0.0,0.02,
5109,,0.02,,0.01,0.02,
5110,,,0.02,,0.02,
5111,,0.02,,0.0,0.02,
5112,,,0.02,,0.02,
5113,0.02,0.0,,0.0,0.02,
5114,,,0.02,,0.02,
5115,,,0.02,,0.02,
5116,,,0.02,,0.02,
5117,0.02,,,0.0,0.02,
5118,,,0.02,,0.02,
5119,,,0.02,,0.02,
5120,,,0.02,,0.02,
5121,,,0.02,,0.02,
5122,,,0.02,,0.02,
5123,,,0.02,,0.02,
5124,,,0.02,,0.02,
5125,,,0.02,,0.02,
5126,,0.02,,0.0,0.02,
5127,,0.02,,0.0,0.02,
5128,,0.02,,0.0,0.02,
5129,,,0.02,,0.02,
5130,,,0.02,,0.02,
5131,0.02,0.0,,0.0,0.02,
5132,,,0.02,,0.02,
5133,,,0.02,,0.02,
5134,,,0.02,,0.02,
5135,,,0.02,,0.02,
5136,0.02,,,0.0,0.02,
5137,,,0.02,,0.02,
5138,0.02,0.0,,0.0,0.02,
5139,,,0.02,,0.02,
5140,,,0.02,,0.02,
5141,,,0.02,,0.02,
5142,,,0.02,,0.02,
5143,,0.02,,0.0,0.02,
5144,,,0.02,,0.02,
5145,0.01,0.01,,0.0,0.02,
5146,,,0.02,,0.02,
5147,,0.02,,0.0,0.02,
5148,0.02,0.0,,0.0,0.02,
5149,0.02,,,0.0,0.02,
5150,,,0.02,,0.02,
5151,,,0.02,,0.02,
5152,,,0.02,,0.02,
5153,,0.02,,0.0,0.02,
5154,,,0.02,,0.02,
5155,,,0.02,,0.02,
5156,,,0.02,,0.02,
5157,,0.02,,0.0,0.02,
5158,,,0.02,,0.02,
5159,,,0.02,,0.02,
5160,,,0.02,,0.02,
5161,,,0.02,,0.02,
5162,,,0.02,,0.02,
5163,,0.02,,0.0,0.02,
5164,,,0.02,,0.02,
5165,0.02,0.0,,0.0,0.02,
5166,,,0.02,,0.02,
5167,,,0.02,,0.02,
5168,,,0.02,,0.02,
5169,,0.02,,0.0,0.02,
5170,0.01,0.01,,0.0,0.02,
5171,,0.02,,0.0,0.02,
5172,0.01,0.01,,0.0,0.02,
5173,,,0.02,,0.02,
5174,,,0.02,,0.02,
5175,,,0.02,,0.02,
5176,,,0.02,,0.02,
5177,,,0.02,,0.02,
5178,,,0.02,,0.02,
5179,,,0.02,,0.02,
5180,,0.02,,0.0,0.02,
5181,,,0.02,,0.02,
5182,0.02,,,0.0,0.02,
5183,,,0.02,,0.02,
5184,,,0.02,,0.02,
5185,,,0.02,,0.02,
5186,,,0.02,,0.02,
5187,0.01,0.01,,0.0,0.02,
5188,,,0.02,,0.02,
5189,0.02,,,0.0,0.02,
5190,,,0.02,,0.02,
5191,,0.02,,0.0,0.02,
5192,,,0.02,,0.02,
5193,,,0.02,,0.02,
5194,,,0.02,,0.02,
5195,,0.02,,0.0,0.02,
5196,,,0.02,,0.02,
5197,,,0.02,,0.02,
5198,,,0.02,,0.02,
5199,,,0.02,,0.02,
5200,,,0.02,,0.02,
5201,,,0.02,,0.02,
5202,,,0.02,,0.02,
5203,,,0.02,,0.02,
5204,,,0.02,,0.02,
5205,,,0.02,,0.02,
5206,,,0.02,,0.02,
5207,,,0.02,,0.02,
5208,,,0.02,,0.02,
5209,,,0.02,,0.02,
5210,,,0.02,,0.02,
5211,,,0.02,,0.02,
5212,,,0.02,,0.02,
5213,,0.02,,0.0,0.02,
5214,,,0.02,,0.02,
5215,,0.02,,0.0,0.02,
5216,,,0.02,,0.02,
5217,0.01,0.0,,0.0,0.02,
5218,,0.02,,0.0,0.02,
5219,,,0.02,,0.02,
5220,,,0.02,,0.02,
5221,,,0.02,,0.02,
5222,,0.02,,0.0,0.02,
5223,,0.02,,0.0,0.02,
5224,0.01,0.0,,0.0,0.02,
5225,,,0.02,,0.02,
5226,0.0,0.01,,0.0,0.02,
5227,,,0.02,,0.02,
5228,0.01,,,0.0,0.02,
5229,,0.02,,0.0,0.02,
5230,,,0.02,,0.02,
5231,,,0.02,,0.02,
5232,,,0.02,,0.02,
5233,,,0.02,,0.02,
5234,,,0.02,,0.02,
5235,,,0.02,,0.02,
5236,,,0.02,,0.02,
5237,,,0.02,,0.02,
5238,,,0.02,,0.02,
5239,,,0.02,,0.02,
5240,,,0.02,,0.02,
5241,,,0.02,,0.02,
5242,,,0.02,,0.02,
5243,,,0.02,,0.02,
5244,,0.02,,0.0,0.02,
5245,,,0.02,,0.02,
5246,,,0.02,,0.02,
5247,,,0.02,,0.02,
5248,,,0.02,,0.02,
5249,,,0.02,,0.02,
5250,0.01,0.01,,0.0,0.02,
5251,,,0.02,,0.02,
5252,,,0.02,,0.02,
5253,,,0.02,,0.02,
5254,,,0.02,,0.02,
5255,,,0.02,,0.02,
5256,0.02,,,0.0,0.02,
5257,,,0.02,,0.02,
5258,,,0.02,,0.02,
5259,,,0.02,,0.02,
5260,,,0.02,,0.02,
5261,0.01,0.01,,0.0,0.02,
5262,,,0.02,,0.02,
5263,,0.01,,0.0,0.02,
5264,,,0.02,,0.02,
5265,,,0.02,,0.02,
5266,,0.02,,0.0,0.02,
5267,,,0.02,,0.02,
5268,,,0.02,,0.02,
5269,,,0.02,,0.02,
5270,,,0.02,,0.02,
5271,,,0.02,,0.02,
5272,,,0.02,,0.02,
5273,,0.02,,0.0,0.02,
5274,,0.01,,0.0,0.02,
5275,,,0.02,,0.02,
5276,0.01,,,0.0,0.02,
5277,,,0.02,,0.02,
5278,,,0.02,,0.02,
5279,,,0.02,,0.02,
5280,,,0.02,,0.02,
5281,,,0.02,,0.02,
5282,,,0.02,,0.02,
5283,,,0.02,,0.02,
5284,,,0.02,,0.02,
5285,,,0.02,,0.02,
5286,,,0.02,,0.02,
5287,,,0.02,,0.02,
5288,,,0.02,,0.02,
5289,,,0.02,,0.02,
5290,,,0.02,,0.02,
5291,,,0.02,,0.02,
5292,,0.01,,0.0,0.02,
5293,,,0.02,,0.02,
5294,,0.01,,0.0,0.02,
5295,,0.01,,0.0,0.02,
5296,,,0.02,,0.02,
5297,,,0.02,,0.02,
5298,,,0.02,,0.02,
5299,,,0.02,,0.02,
5300,,,0.02,,0.02,
5301,,,0.02,,0.02,
5302,,,0.02,,0.02,
5303,,,0.02,,0.02,
5304,,,0.02,,0.02,
5305,,,0.02,,0.02,
5306,,,0.02,,0.02,
5307,,,0.01,,0.01,
5308,,,0.01,,0.01,
5309,,,0.01,,0.01,
5310,,,0.01,,0.01,
5311,,,0.01,,0.01,
5312,,,0.01,,0.01,
5313,,,0.01,,0.01,
5314,,,0.01,,0.01,
5315,,,0.01,,0.01,
5316,,,0.01,,0.01,
5317,,,0.01,,0.01,
5318,,,0.01,,0.01,
5319,,,0.01,,0.01,
5320,,,0.01,,0.01,
5321,,0.01,,0.0,0.01,
5322,,,0.01,,0.01,
5323,,,0.01,,0.01,
5324,0.01,0.0,,0.0,0.01,
5325,,0.01,,0.0,0.01,
5326,0.01,,,0.0,0.01,
5327,,,0.01,,0.01,
5328,,,0.01,,0.01,
5329,,,0.01,,0.01,
5330,,,0.01,,0.01,
5331,,,0.01,,0.01,
5332,,,0.01,,0.01,
5333,,,0.01,,0.01,
5334,,,0.01,,0.01,
5335,,,0.01,,0.01,
5336,,,0.01,,0.01,
5337,,,0.01,,0.01,
5338,,,0.01,,0.01,
5339,,,0.01,,0.01,
5340,,0.01,,0.0,0.01,
5341,,,0.01,,0.01,
5342,,,0.01,,0.01,
5343,,,0.01,,0.01,
5344,,,0.01,,0.01,
5345,,,0.01,,0.01,
5346,,,0.01,,0.01,
5347,,,0.01,,0.01,
5348,,0.01,,0.0,0.01,
5349,,,0.01,,0.01,
5350,,,0.01,,0.01,
5351,,0.01,,0.0,0.01,
5352,0.01,0.0,,0.0,0.01,
5353,,,0.01,,0.01,
5354,,,0.01,,0.01,
5355,0.01,,,0.0,0.01,
5356,,,0.01,,0.01,
5357,,,0.01,,0.01,
5358,,,0.01,,0.01,
5359,,,0.01,,0.01,
5360,,0.01,,0.0,0.01,
5361,,,0.01,,0.01,
5362,,,0.01,,0.01,
5363,,,0.01,,0.01,
5364,,,0.01,,0.01,
5365,,,0.01,,0.01,
5366,,0.01,,0.0,0.01,
5367,,,0.01,,0.01,
5368,,0.01,,0.0,0.01,
5369,,,0.01,,0.01,
5370,,,0.01,,0.01,
5371,,,0.01,,0.01,
5372,,,0.01,,0.01,
5373,,,0.01,,0.01,
5374,,,0.01,,0.01,
5375,,,0.01,,0.01,
5376,,,0.01,,0.01,
5377,,,0.01,,0.01,
5378,,,0.01,,0.01,
5379,,,0.01,,0.01,
5380,,0.01,,0.0,0.01,
5381,,,0.01,,0.01,
5382,,,0.01,,0.01,
5383,,,0.01,,0.01,
5384,,,0.01,,0.01,
5385,,,0.01,,0.01,
5386,,,0.01,,0.01,
5387,,,0.01,,0.01,
5388,,,0.01,,0.01,
5389,0.01,,,0.0,0.01,
5390,,,0.01,,0.01,
5391,,,0.01,,0.01,
5392,,,0.01,,0.01,
5393,,,0.01,,0.01,
5394,,,0.01,,0.01,
5395,0.01,0.0,,0.0,0.01,
5396,,,0.01,,0.01,
5397,,,0.01,,0.01,
5398,,,0.01,,0.01,
5399,,,0.01,,0.01,
5400,,,0.01,,0.01,
5401,,,0.01,,0.01,
5402,,,0.01,,0.01,
5403,,,0.01,,0.01,
5404,,,0.01,,0.01,
5405,,0.01,,0.0,0.01,
5406,,,0.01,,0.01,
5407,,,0.01,,0.01,
5408,,0.01,,0.0,0.01,
5409,,,0.01,,0.01,
5410,,,0.01,,0.01,
5411,,,0.01,,0.01,
5412,,,0.01,,0.01,
5413,,,0.01,,0.01,
5414,,0.01,,0.0,0.01,
5415,,,0.01,,0.01,
5416,,,0.01,,0.01,
5417,,,0.01,,0.01,
5418,,,0.01,,0.01,
5419,,,0.01,,0.01,
5420,,,0.01,,0.01,
5421,,,0.01,,0.01,
5422,,,0.01,,0.01,
5423,,,0.01,,0.01,
5424,,,0.01,,0.01,
5425,,,0.01,,0.01,
5426,,,0.01,,0.01,
5427,,,0.01,,0.01,
5428,,,0.01,,0.01,
5429,,,0.01,,0.01,
5430,,0.01,,0.0,0.01,
5431,,,0.01,,0.01,
5432,,,0.01,,0.01,
5433,,,0.01,,0.01,
5434,,,0.01,,0.01,
5435,,,0.01,,0.01,
5436,0.01,0.0,,0.0,0.01,
5437,,,0.01,,0.01,
5438,,,0.01,,0.01,
5439,,0.01,,0.0,0.01,
5440,,,0.01,,0.01,
5441,,,0.01,,0.01,
5442,,,0.01,,0.01,
5443,,0.01,,0.0,0.01,
5444,,,0.01,,0.01,
5445,,,0.01,,0.01,
5446,,,0.01,,0.01,
5447,0.01,0.0,,0.0,0.01,
5448,,,0.01,,0.01,
5449,,,0.01,,0.01,
5450,,,0.01,,0.01,
5451,,,0.01,,0.01,
5452,,,0.01,,0.01,
5453,,,0.01,,0.01,
5454,,,0.01,,0.01,
5455,,,0.01,,0.01,
5456,0.01,0.0,,0.0,0.01,
5457,,,0.01,,0.01,
5458,,,0.01,,0.01,
5459,,0.01,,0.0,0.01,
5460,,,0.01,,0.01,
5461,,,0.01,,0.01,
5462,,,0.01,,0.01,
5463,,,0.01,,0.01,
5464,,,0.01,,0.01,
5465,,,0.01,,0.01,
5466,,,0.01,,0.01,
5467,,,0.01,,0.01,
5468,,,0.01,,0.01,
5469,,,0.01,,0.01,
5470,,,0.01,,0.01,
5471,,0.01,,0.0,0.01,
5472,,0.01,,0.0,0.01,
5473,,,0.01,,0.01,
5474,,,0.01,,0.01,
5475,0.01,,,0.0,0.01,
5476,,,0.01,,0.01,
5477,,,0.01,,0.01,
5478,,,0.01,,0.01,
5479,,,0.01,,0.01,
5480,,,0.01,,0.01,
5481,,,0.01,,0.01,
5482,,0.01,,0.0,0.01,
5483,,,0.01,,0.01,
5484,,,0.01,,0.01,
5485,,,0.01,,0.01,
5486,,,0.01,,0.01,
5487,,,0.01,,0.01,
5488,,,0.01,,0.01,
5489,,0.01,,0.0,0.01,
5490,,,0.01,,0.01,
5491,,,0.01,,0.01,
5492,,,0.01,,0.01,
5493,,,0.01,,0.01,
5494,,,0.01,,0.01,
5495,,,0.01,,0.01,
5496,,,0.01,,0.01,
5497,,,0.01,,0.01,
5498,,0.01,,0.0,0.01,
5499,0.0,0.0,,0.0,0.01,
5500,,0.01,,0.0,0.01,
5501,,,0.01,,0.01,
5502,,,0.01,,0.01,
5503,,0.01,,0.0,0.01,
5504,0.01,0.0,,0.0,0.01,
5505,,0.01,,0.0,0.01,
5506,,,0.01,,0.01,
5507,,0.01,,0.0,0.01,
5508,,,0.01,,0.01,
5509,,,0.01,,0.01,
5510,,,0.01,,0.01,
5511,,,0.01,,0.01,
5512,,,0.01,,0.01,
5513,,,0.01,,0.01,
5514,,,0.01,,0.01,
5515,,0.01,,0.0,0.01,
5516,0.0,0.0,,0.0,0.01,
5517,,,0.01,,0.01,
5518,,,0.01,,0.01,
5519,,,0.01,,0.01,
5520,,,0.01,,0.01,
5521,,,0.01,,0.01,
5522,0.01,,,0.0,0.01,
5523,,,0.01,,0.01,
5524,,,0.01,,0.01,
5525,,,0.01,,0.01,
5526,0.01,,,0.0,0.01,
5527,,,0.01,,0.01,
5528,,0.01,,0.0,0.01,
5529,,,0.01,,0.01,
5530,,,0.01,,0.01,
5531,,0.01,,0.0,0.01,
5532,,,0.01,,0.01,
5533,0.0,0.0,,0.0,0.01,
5534,,,0.01,,0.01,
5535,0.01,0.0,,0.0,0.01,
5536,,0.01,,0.0,0.01,
5537,,,0.01,,0.01,
5538,0.01,0.0,,0.0,0.01,
5539,,0.01,,0.0,0.01,
5540,,,0.01,,0.01,
5541,,,0.01,,0.01,
5542,,0.01,,0.0,0.01,
5543,,,0.01,,0.01,
5544,,,0.01,,0.01,
5545,,,0.01,,0.01,
5546,,0.01,,0.0,0.01,
5547,,,0.01,,0.01,
5548,,,0.01,,0.01,
5549,,,0.01,,0.01,
5550,,0.01,,0.0,0.01,
5551,,,0.01,,0.01,
5552,,,0.01,,0.01,
5553,,,0.01,,0.01,
5554,,,0.01,,0.01,
5555,,,0.01,,0.01,
5556,,0.01,,0.0,0.01,
5557,,,0.01,,0.01,
5558,,,0.01,,0.01,
5559,,0.01,,0.0,0.01,
5560,,,0.01,,0.01,
5561,,,0.01,,0.01,
5562,,,0.01,,0.01,
5563,,,0.01,,0.01,
5564,,,0.01,,0.01,
5565,,,0.01,,0.01,
5566,,,0.01,,0.01,
5567,,,0.01,,0.01,
5568,,0.0,,0.0,0.01,
5569,,,0.01,,0.01,
5570,0.01,,,0.0,0.01,
5571,,0.01,,0.0,0.01,
5572,,,0.01,,0.01,
5573,,,0.01,,0.01,
5574,,,0.01,,0.01,
5575,,,0.01,,0.01,
5576,,,0.01,,0.01,
5577,,,0.01,,0.01,
5578,,,0.01,,0.01,
5579,,,0.01,,0.01,
5580,,0.01,,0.0,0.01,
5581,0.0,0.0,,0.0,0.01,
5582,,,0.01,,0.01,
5583,,,0.01,,0.01,
5584,,,0.01,,0.01,
5585,,,0.01,,0.01,
5586,,,0.01,,0.01,
5587,0.0,,,0.0,0.01,
5588,0.0,0.0,,0.0,0.01,
5589,,0.0,,0.0,0.01,
5590,,,0.01,,0.01,
5591,,0.0,,0.0,0.01,
5592,0.0,,,0.0,0.01,
5593,,,0.01,,0.01,
5594,,,0.01,,0.01,
5595,0.0,,,0.0,0.01,
5596,,,0.01,,0.01,
5597,,,0.01,,0.01,
5598,,,0.0,,0.0,
